,Id,Player,G,A,PTS,Season,Team_against,Team_for
7,249569,69 Petr Klouda (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
8,249569,70 Roman Vondruška (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
9,249569,74 Erik Papež (U),1,0,1,2018/2019,FBC Mobydick Praha,FC Bučis Team B
10,249569,88 Jan Wald (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
11,249569,95 Václav Hruška (U),0,0,0,2018/2019,FBC Mobydick Praha,FC Bučis Team B
0,249565,7 František Novák (O),0,0,0,2018/2019,FBC Mobydick Praha,Prague Tigers E
1,249565,8 Štěpán Mach (O),0,0,0,2018/2019,FBC Mobydick Praha,Prague Tigers E
2,249565,14 Michal Doležal (U),0,0,0,2018/2019,FBC Mobydick Praha,Prague Tigers E
3,249565,27 Tomáš Táborský (U),0,1,1,2018/2019,FBC Mobydick Praha,Prague Tigers E
4,249565,30 David Sgall (O),0,1,1,2018/2019,FBC Mobydick Praha,Prague Tigers E
5,249565,41 Teodor Bodlák (O),1,1,2,2018/2019,FBC Mobydick Praha,Prague Tigers E
6,249565,45 Vilém Bodlák (U),2,0,2,2018/2019,FBC Mobydick Praha,Prague Tigers E
7,249565,48 Jakub Wágner (U),0,0,0,2018/2019,FBC Mobydick Praha,Prague Tigers E
8,249565,87 Tomáš Novotný (U),0,0,0,2018/2019,FBC Mobydick Praha,Prague Tigers E
9,249565,90 Tomáš Kašpar (U),0,0,0,2018/2019,FBC Mobydick Praha,Prague Tigers E
0,222364,4 Tomáš Kameník (U),0,1,1,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
1,222364,6 Michal Gajdušek (U),1,0,1,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
2,222364,10 Jiří Chochola (U),0,0,0,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
3,222364,11 Ondřej Jilemnický (U),1,1,2,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
4,222364,12 Michal Fuksa (U),0,0,0,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
5,222364,13 Pavel Šmatlák (U),0,1,1,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
6,222364,15 Tomáš Brabec (U),0,0,0,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
7,222364,16 Ondřej Polínek (U),1,0,1,2018/2019,FBC Mobydick Praha,SK Bruisers Dejvice
0,251696,4 Vladimír Hlinka (U),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
1,251696,6 Miloslav Mattes (U),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
2,251696,7 Radek Strnad (U),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
3,251696,8 Emil Todorov (U),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
4,251696,9 Adam Strnad (O),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
5,251696,10 David Vambera (U),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
6,251696,14 Václav Hlinka (O),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
7,251696,19 Šimon Todorov (U),1,0,1,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
8,251696,22 Zdeněk Jurák (U),0,2,2,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
9,251696,63 Karel Hlinka (O),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
10,251696,68 Martin Koubík (U),1,0,1,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
