,Id,Player,G,A,PTS,Season,Team_against,Team_for
8,151296,73 Kryštof Hoch (U),0,1,1,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
9,151296,97 Ondřej Zeman (U),1,0,1,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha
0,151313,4 Stanislav Kodet (U),0,0,0,2015/2016,Athletics Praha D,FBC Penguins Praha
1,151313,9 Jakub Klement (U),2,1,3,2015/2016,Athletics Praha D,FBC Penguins Praha
2,151313,11 Filip Terč (U),0,0,0,2015/2016,Athletics Praha D,FBC Penguins Praha
3,151313,15 Vojtěch Brávek (U),1,0,1,2015/2016,Athletics Praha D,FBC Penguins Praha
4,151313,17 Jakub Hruška (U),1,1,2,2015/2016,Athletics Praha D,FBC Penguins Praha
5,151313,18 Michal Šíma (U),0,1,1,2015/2016,Athletics Praha D,FBC Penguins Praha
6,151313,19 Antonio Rotondo (U),0,0,0,2015/2016,Athletics Praha D,FBC Penguins Praha
7,151313,73 Kryštof Hoch (U),1,0,1,2015/2016,Athletics Praha D,FBC Penguins Praha
8,151313,97 Ondřej Zeman (U),1,3,4,2015/2016,Athletics Praha D,FBC Penguins Praha
0,153302,4 Stanislav Kodet (U),0,0,0,2015/2016,FBC Atomovky,FBC Penguins Praha
1,153302,6 Tomáš Weisser (U),1,0,1,2015/2016,FBC Atomovky,FBC Penguins Praha
2,153302,9 Jakub Klement (U),0,0,0,2015/2016,FBC Atomovky,FBC Penguins Praha
3,153302,11 Filip Terč (U),0,0,0,2015/2016,FBC Atomovky,FBC Penguins Praha
4,153302,17 Jakub Hruška (U),0,1,1,2015/2016,FBC Atomovky,FBC Penguins Praha
5,153302,18 Michal Šíma (U),0,0,0,2015/2016,FBC Atomovky,FBC Penguins Praha
6,153302,19 Antonio Rotondo (U),0,0,0,2015/2016,FBC Atomovky,FBC Penguins Praha
7,153302,73 Kryštof Hoch (U),0,0,0,2015/2016,FBC Atomovky,FBC Penguins Praha
8,153302,77 Daniel Klugar (U),1,0,1,2015/2016,FBC Atomovky,FBC Penguins Praha
9,153302,97 Ondřej Zeman (U),1,1,2,2015/2016,FBC Atomovky,FBC Penguins Praha
0,153426,4 Stanislav Kodet (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
1,153426,6 Tomáš Weisser (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
2,153426,9 Jakub Klement (U),2,1,3,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
3,153426,11 Filip Terč (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
4,153426,15 Vojtěch Brávek (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
5,153426,17 Jakub Hruška (U),1,1,2,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
6,153426,18 Michal Šíma (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
7,153426,19 Antonio Rotondo (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
8,153426,73 Kryštof Hoch (U),1,0,1,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
9,153426,77 Daniel Klugar (U),0,0,0,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
10,153426,97 Ondřej Zeman (U),1,3,4,2015/2016,IBK Kubánský Klan C,FBC Penguins Praha
0,155310,4 Stanislav Kodet (U),0,2,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
1,155310,7 Martin Bukovič (U),1,1,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
2,155310,9 Jakub Klement (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
3,155310,11 Filip Terč (U),2,0,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
4,155310,17 Jakub Hruška (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
5,155310,25 Vojtěch Brávek (U),0,1,1,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
6,155310,69 Max Horn (U),1,1,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
7,155310,73 Kryštof Hoch (U),1,0,1,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
8,155310,97 Ondřej Zeman (U),1,1,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
0,155930,4 Stanislav Kodet (U),1,0,1,2015/2016,TJ Kyje,FBC Penguins Praha
1,155930,7 Martin Bukovič (U),0,0,0,2015/2016,TJ Kyje,FBC Penguins Praha
2,155930,9 Jakub Klement (U),0,1,1,2015/2016,TJ Kyje,FBC Penguins Praha
3,155930,12 Filip Terč (U),0,0,0,2015/2016,TJ Kyje,FBC Penguins Praha
4,155930,15 Vojtěch Brávek (U),1,1,2,2015/2016,TJ Kyje,FBC Penguins Praha
5,155930,16 Mikuláš Vyleta (U),0,0,0,2015/2016,TJ Kyje,FBC Penguins Praha
6,155930,17 Jakub Hruška (U),1,0,1,2015/2016,TJ Kyje,FBC Penguins Praha
7,155930,69 Max Horn (U),1,0,1,2015/2016,TJ Kyje,FBC Penguins Praha
8,155930,73 Kryštof Hoch (U),1,2,3,2015/2016,TJ Kyje,FBC Penguins Praha
9,155930,97 Ondřej Zeman (U),2,0,2,2015/2016,TJ Kyje,FBC Penguins Praha
0,158160,7 Martin Bukovič (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
1,158160,9 Jakub Klement (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
2,158160,11 Filip Terč (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
3,158160,15 Vojtěch Brávek (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
4,158160,17 Jakub Hruška (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
5,158160,18 Michal Šíma (U),2,0,2,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
6,158160,73 Kryštof Hoch (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
7,158160,77 Daniel Klugar (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
8,158160,97 Ondřej Zeman (U),0,0,0,2016/2017,IBK Svatý hole Kladno B,FBC Penguins Praha
