,Id,Player,G,A,PTS,Season,Team_against,Team_for
5,72096,24 Martin Uher (U),0,2,2,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
6,72096,50 Lukáš Průcha (U),1,0,1,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
0,73820,3 Martin Smetana (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
1,73820,7 Tomáš Toušek (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
2,73820,8 David Martynek (U),1,0,1,2012/2013,FBC Ressler boys,FBC Dynamis
3,73820,9 Miroslav Valenta (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
4,73820,10 Jakub Lacina (U),0,1,1,2012/2013,FBC Ressler boys,FBC Dynamis
5,73820,11 Martin David (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
6,73820,12 Zdeněk Paleček (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
7,73820,13 Luboš Fischer (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
0,73818,6 Lukáš Fietzek (U),0,1,1,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
1,73818,10 Josef Slavík (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
2,73818,11 Martin Karlovský (U),3,0,3,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
3,73818,12 Vojtěch Novák (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
4,73818,14 Michal Zvára (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
5,73818,28 Ondřej Daniš (U),0,1,1,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
6,73818,57 Jakub Milion (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
7,73818,66 Jan Turek (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
8,73818,81 Milan Kouba (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
9,73818,89 Jakub Toušek (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
0,76508,3 Tomáš Skácel (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
1,76508,4 Jaroslav Vlček (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
2,76508,5 František Burian (U),1,0,1,2012/2013,FBC Ressler boys,FbK 1996 Příbram
3,76508,6 Martin Ondráček (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
4,76508,8 Michal Mora (U),1,0,1,2012/2013,FBC Ressler boys,FbK 1996 Příbram
5,76508,10 Pavel Zeman (U),0,1,1,2012/2013,FBC Ressler boys,FbK 1996 Příbram
6,76508,11 Jaroslav Skácel (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
7,76508,12 Tomáš Ekl (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
8,76508,14 Jan Slabý (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
9,76508,15 Petr Jačka (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
10,76508,16 Martin Sičár (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
0,76505,3 Jakub Valchář (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
1,76505,6 Jan Kalenda (U),1,0,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
2,76505,8 Marek Bíl (U),0,1,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
3,76505,14 David Palán (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
4,76505,16 Jakub Zalubil (U),0,3,3,2012/2013,FBC Ressler boys,BLACK ANGELS B
5,76505,18 Petr Mikysek (U),1,0,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
6,76505,27 Marek Vrána (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
7,76505,29 Martin Špaček (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
8,76505,33 Jakub Horáček (U),2,0,2,2012/2013,FBC Ressler boys,BLACK ANGELS B
9,76505,43 Michal Chocholouš (O),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
10,76505,45 Martin Pavelek (O),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
11,76505,87 Richard Kokeš (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
12,76505,89 Jan Faldus (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
0,77841,2 David Soukup (U),1,0,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
1,77841,5 David Louda (U),0,0,0,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
2,77841,9 Václav Bendl (U),2,0,2,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
3,77841,12 Aleš Hrdina (U),2,1,3,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
4,77841,26 Jiří Kroulík (U),1,0,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
5,77841,54 Jakub Košler (U),0,1,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
6,77841,55 Vladimír Pinc (U),0,2,2,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
7,77841,68 Jan Sobota (U),0,0,0,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
8,77841,74 Jakub Svoboda (U),1,2,3,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
0,77839,3 Vít Kašpar (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
1,77839,5 Evžen Teringl (U),2,0,2,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
2,77839,9 Vladimír Drnec (U),1,0,1,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
3,77839,10 Jaroslav Šimek (U),0,2,2,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
4,77839,11 Tomáš Krejcárek (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
5,77839,12 Jakub Brabec (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
6,77839,15 Václav Melša (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
7,77839,16 Vojtěch Paul (U),1,0,1,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
8,77839,17 Jan Vrba (U),3,3,6,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
9,77839,18 Tomáš Kadlec (U),0,1,1,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
0,79499,4 Martin Švehla (U),1,1,2,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
1,79499,8 Jiří Dohnal (U),1,0,1,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
2,79499,10 Karel Trnobranský (U),0,1,1,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
3,79499,11 David Kefurt (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
4,79499,12 Josef Bradáč (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
5,79499,19 Jan Maťátko (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
6,79499,20 Rudolf Müller (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
7,79499,69 Václav Skála (U),1,1,2,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
8,79499,77 Roman Tauš (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
0,79497,5 Luboš Jindřich (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
1,79497,14 Ondřej Karnet (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
2,79497,22 Marek Střída (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
3,79497,29 Jiří Ondrák (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
4,79497,48 Tomáš Košulič (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
5,79497,55 Radim Špejra (O),1,0,1,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
6,79497,65 Jan Pícha (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
7,79497,69 Tomáš Prokop (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
8,79497,82 Michal Stome (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
0,80013,3 Daniel Kvěch (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
1,80013,4 Adam Nekola (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
2,80013,7 Radek Hosnedl (U),0,1,1,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
3,80013,10 Martin Tomek (U),2,0,2,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
4,80013,14 Jaroslav Karas (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
5,80013,15 Jan Klesnil (U),1,0,1,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
6,80013,16 Jakub Šlégl (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
7,80013,21 Vojtěch Dlouhý (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
8,80013,22 Daniel Lerch (U),1,1,2,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
9,80013,79 Jakub Trmota (U),0,2,2,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
0,83399,2 Martin Huttr (U),0,0,0,2013/2014,FBC Ressler boys,Red Dragons Hořovice
1,83399,4 Jonáš Farář (U),1,0,1,2013/2014,FBC Ressler boys,Red Dragons Hořovice
2,83399,8 Vojtěch Plecitý (U),0,0,0,2013/2014,FBC Ressler boys,Red Dragons Hořovice
3,83399,10 Jakub Lukavský (U),1,1,2,2013/2014,FBC Ressler boys,Red Dragons Hořovice
4,83399,11 Antonín Spal (U),0,1,1,2013/2014,FBC Ressler boys,Red Dragons Hořovice
5,83399,12 Milan Kubík (U),1,0,1,2013/2014,FBC Ressler boys,Red Dragons Hořovice
6,83399,18 Dušan Valo (U),2,2,4,2013/2014,FBC Ressler boys,Red Dragons Hořovice
7,83399,81 Jiří Vašák (U),2,1,3,2013/2014,FBC Ressler boys,Red Dragons Hořovice
8,83399,88 Martin Kameš (U),0,0,0,2013/2014,FBC Ressler boys,Red Dragons Hořovice
0,83412,3 Václav Sládek (O),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
1,83412,4 Martin Oliva (U),0,2,2,2013/2014,FBC Ressler boys,FBC Merkur Praha B
2,83412,5 Stanislav Heřman (U),1,0,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
3,83412,7 Lubomír Mrazík (U),1,0,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
4,83412,10 Lukáš Bokr (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
5,83412,12 Pavel Klemera (O),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
6,83412,23 Filip Kraus (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
7,83412,68 Jiří Břeh (U),2,0,2,2013/2014,FBC Ressler boys,FBC Merkur Praha B
8,83412,81 Marek Blahuta (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
9,83412,88 Martin Chudoba (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
0,84452,9 Ondřej Rabiňák (U),1,0,1,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
1,84452,17 Ondřej Krejčíř (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
2,84452,20 Michal Pozler (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
3,84452,57 Jakub Milion (U),0,2,2,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
4,84452,66 Jan Turek (O),0,1,1,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
5,84452,77 Pavel Jursík (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
6,84452,81 Milan Kouba (U),1,0,1,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
7,84452,88 Jan Pilař (U),1,0,1,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
8,84452,89 Jakub Toušek (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
0,84460,6 Josef Kardoš (O),1,0,1,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
1,84460,7 Pavel Staš (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
2,84460,9 Bořek Sláma (U),1,1,2,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
3,84460,13 Jan Vítkovský (U),0,1,1,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
4,84460,19 Martin Olšiak (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
5,84460,21 Jaroslav Rendla (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
6,84460,25 Pavel Špirit (U),0,1,1,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
7,84460,30 Pavel Kramařík (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
8,84460,47 Jakub Ksandr (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
9,84460,73 Jan Vrba (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
10,84460,96 Jiří Svoboda (U),1,0,1,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
0,87600,2 Jan Beščec (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
1,87600,6 David Havlík (U),1,0,1,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
2,87600,7 Filip Podstavka (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
3,87600,10 Petr Tauš (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
4,87600,15 Jan Hrušovský (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
5,87600,22 Petr Kubuš (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
6,87600,28 Josef Haber (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
7,87600,48 Jan Keresteš (U),1,0,1,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
8,87600,62 Tomáš Kodad (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
9,87600,63 Jan Hrabě (O),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
10,87600,71 Radek Sunkovský (U),0,1,1,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
11,87600,74 Tomáš Sýkora (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
12,87600,77 Václav Šnaidauf (O),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
13,87600,85 Marek Michálek (O),0,1,1,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
0,87604,4 Michal Pirkl (U),0,0,0,2013/2014,FBC Ressler boys,Neo
1,87604,9 Jindřich Bareš (U),0,3,3,2013/2014,FBC Ressler boys,Neo
2,87604,12 Petr Kučera (O),0,0,0,2013/2014,FBC Ressler boys,Neo
3,87604,31 Michal Tripes (U),3,0,3,2013/2014,FBC Ressler boys,Neo
4,87604,32 Tomáš Kujan (U),0,0,0,2013/2014,FBC Ressler boys,Neo
5,87604,97 Jakub Šedina (O),2,0,2,2013/2014,FBC Ressler boys,Neo
0,88227,3 Václav Kvita (U),0,1,1,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
1,88227,4 Maxim Frenkel (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
2,88227,5 Vojtěch Skopový (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
3,88227,6 Václav Skopový (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
4,88227,8 Tomáš Kružík (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
5,88227,15 Michal Kocour (U),1,0,1,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
6,88227,17 Petr Káda (O),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
7,88227,27 Michal Myšík (O),0,1,1,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
8,88227,28 Libor Vilímec (U),1,0,1,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
9,88227,42 Štěpán Pavelka (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
10,88227,89 Filip Šejvl (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
0,88234,6 Petr Tobola (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
1,88234,9 Matěj Dopita (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
2,88234,16 Radek Prokeš (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
3,88234,18 Štěpán Hanzl (U),1,0,1,2013/2014,FBC Ressler boys,FbC Panthers B
4,88234,26 Petr Svojítka (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
5,88234,41 Daniel Škvor (U),1,0,1,2013/2014,FBC Ressler boys,FbC Panthers B
6,88234,64 Daniel Bendík (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
7,88234,68 Dominik Novotný (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
8,88234,72 Martin Kostřica (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
0,91900,4 Martin Oliva (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
1,91900,5 Stanislav Heřman (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
2,91900,7 Lubomír Mrazík (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
3,91900,9 Tomáš Balcar (U),1,0,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
4,91900,10 Lukáš Bokr (U),1,0,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
5,91900,12 Pavel Klemera (O),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
6,91900,15 Petr Umlauf (U),0,1,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
7,91900,23 Filip Kraus (U),0,1,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
8,91900,26 Martin Čermák (U),1,0,1,2013/2014,FBC Ressler boys,FBC Merkur Praha B
9,91900,81 Karel Dvořák (U),0,0,0,2013/2014,FBC Ressler boys,FBC Merkur Praha B
0,91905,7 Filip Podstavka (U),1,0,1,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
1,91905,9 Pavel Hušák (O),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
2,91905,15 Jan Hrušovský (U),1,1,2,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
3,91905,22 Petr Kubuš (U),1,1,2,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
4,91905,28 Josef Haber (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
5,91905,61 David Blahník (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
6,91905,62 Tomáš Kodad (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
7,91905,64 Daniel Krob (O),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
8,91905,66 Dominik Vyštejn (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
9,91905,71 Radek Sunkovský (U),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
10,91905,85 Marek Michálek (O),0,0,0,2013/2014,FBC Ressler boys,T.B.C. Králův Dvůr C
0,95454,8 Daniel Tuček (O),0,1,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
1,95454,9 Jan Rambousek (U),0,1,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
2,95454,10 Daniel Masopust (U),0,1,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
3,95454,13 Jan Šimon (U),1,0,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
4,95454,18 Richard Černý (U),2,1,3,2013/2014,FBC Ressler boys,Sport Eden Beroun
5,95454,21 Lukáš Randa (U),0,0,0,2013/2014,FBC Ressler boys,Sport Eden Beroun
6,95454,23 Ivan Darebný (U),1,0,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
7,95454,28 Jan Kosina (U),0,0,0,2013/2014,FBC Ressler boys,Sport Eden Beroun
8,95454,77 David Šmatlák (U),0,0,0,2013/2014,FBC Ressler boys,Sport Eden Beroun
0,95459,7 Ondřej Šplíchal (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
1,95459,11 Jiří Fiedler (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
2,95459,13 Jaroslav Krbec (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
3,95459,15 Petr Kasal (O),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
4,95459,21 Jiří Koutník (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
5,95459,22 Bohuslav Bek (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
6,95459,25 Boris Černý (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
7,95459,33 Jakub Voženílek (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
8,95459,44 Jan Fiedler (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
9,95459,73 Jakub Hokr (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
10,95459,77 Martin Chýle (U),1,0,1,2013/2014,FBC Ressler boys,TJ Kyje
11,95459,88 Martin Tamchyna (U),0,0,0,2013/2014,FBC Ressler boys,TJ Kyje
12,95459,94 Petr Chýle (U),0,1,1,2013/2014,FBC Ressler boys,TJ Kyje
0,95507,2 Martin Huttr (U),0,0,0,2013/2014,FBC Ressler boys,Red Dragons Hořovice
1,95507,3 Dominik Kebrle (U),1,0,1,2013/2014,FBC Ressler boys,Red Dragons Hořovice
2,95507,6 Jaroslav Hatina (U),0,0,0,2013/2014,FBC Ressler boys,Red Dragons Hořovice
3,95507,8 Vojtěch Plecitý (U),0,1,1,2013/2014,FBC Ressler boys,Red Dragons Hořovice
4,95507,10 Jakub Lukavský (U),0,2,2,2013/2014,FBC Ressler boys,Red Dragons Hořovice
5,95507,11 Antonín Spal (U),0,0,0,2013/2014,FBC Ressler boys,Red Dragons Hořovice
6,95507,18 Dušan Valo (U),3,1,4,2013/2014,FBC Ressler boys,Red Dragons Hořovice
7,95507,55 Peter Sopko (U),0,1,1,2013/2014,FBC Ressler boys,Red Dragons Hořovice
8,95507,81 Jiří Vašák (U),2,1,3,2013/2014,FBC Ressler boys,Red Dragons Hořovice
9,95507,88 Martin Kameš (U),2,2,4,2013/2014,FBC Ressler boys,Red Dragons Hořovice
0,95526,11 Martin Šáda (U),0,2,2,2013/2014,FBC Ressler boys,FbC Panthers B
1,95526,12 Pavel Turianský (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
2,95526,17 Matěj Lubenský (U),2,0,2,2013/2014,FBC Ressler boys,FbC Panthers B
3,95526,18 Štěpán Hanzl (U),3,1,4,2013/2014,FBC Ressler boys,FbC Panthers B
4,95526,21 Lukáš Jenšík (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
5,95526,27 Jaroslav Janoušek (U),0,2,2,2013/2014,FBC Ressler boys,FbC Panthers B
6,95526,34 Pavel Dvořák (U),1,0,1,2013/2014,FBC Ressler boys,FbC Panthers B
7,95526,64 Daniel Bendík (U),0,0,0,2013/2014,FBC Ressler boys,FbC Panthers B
8,95526,72 Martin Kostřica (U),1,0,1,2013/2014,FBC Ressler boys,FbC Panthers B
9,95526,73 Martin Denk (U),0,1,1,2013/2014,FBC Ressler boys,FbC Panthers B
0,98491,9 Ondřej Rabiňák (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
1,98491,11 Martin Karlovský (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
2,98491,16 Vojtěch Šust (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
3,98491,17 Ondřej Krejčíř (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
4,98491,19 Miroslav Repčík (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
5,98491,23 Michael Podlaha (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
6,98491,57 Jakub Milion (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
7,98491,66 Jan Turek (O),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
8,98491,77 Štěpán Feist (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
9,98491,88 Jan Pilař (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
10,98491,89 Jakub Toušek (U),0,0,0,2013/2014,FBC Ressler boys,FT Sokol Břevnov B
0,98495,3 Jan Kosina (U),1,2,3,2013/2014,FBC Ressler boys,Sport Eden Beroun
1,98495,8 Daniel Tuček (O),0,0,0,2013/2014,FBC Ressler boys,Sport Eden Beroun
2,98495,10 Daniel Masopust (U),1,1,2,2013/2014,FBC Ressler boys,Sport Eden Beroun
3,98495,13 Jan Šimon (U),1,0,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
4,98495,17 Ondřej Svoboda (U),0,1,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
5,98495,20 Jakub Huml (U),1,0,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
6,98495,21 Lukáš Randa (U),0,0,0,2013/2014,FBC Ressler boys,Sport Eden Beroun
7,98495,71 Marek Stýblo (U),1,0,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
8,98495,77 David Šmatlák (U),0,1,1,2013/2014,FBC Ressler boys,Sport Eden Beroun
0,101360,3 Václav Kvita (U),1,0,1,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
1,101360,5 Vojtěch Skopový (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
2,101360,6 Václav Skopový (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
3,101360,7 Petr Dvořák (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
4,101360,8 Tomáš Kružík (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
5,101360,10 Zdeněk Burian (U),0,1,1,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
6,101360,16 Filip Kvasnička (U),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
7,101360,17 Petr Káda (O),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
8,101360,38 Michal Myšík (O),0,0,0,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
9,101360,42 Štěpán Pavelka (U),1,1,2,2013/2014,FBC Ressler boys,FBC Falcons Žižkov
0,101363,11 Jiří Svoboda (U),1,1,2,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
1,101363,13 Jan Vítkovský (U),0,0,0,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
2,101363,21 Jaroslav Rendla (U),0,1,1,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
3,101363,25 Pavel Špirit (U),1,0,1,2013/2014,FBC Ressler boys,Gladiátor Team Beroun
