,Id,Period,Time,Type,Goal,Assist,Season,Minute,Seconds,Seconds_all
1,304844,2,02:40,-, Tomáš Třešňák, Petr Borovec,2021/2022,2,40,160
2,304844,3,08:37,-, Jan Žolčák, Tomáš Klesa,2021/2022,8,37,517
0,304843,1,00:59,-, Jan Bašta, Martin Kohout,2021/2022,0,59,59
1,304843,2,02:54,-, David Vetešník,,2021/2022,2,54,174
2,304843,2,08:02,-, Petr Losenický, Milan Tvrdík,2021/2022,8,2,482
3,304843,3,00:29,-, Matěj Vetešník,,2021/2022,0,29,29
4,304843,3,02:30,-, Filip Robotka, Matěj Vetešník,2021/2022,2,30,150
5,304843,3,03:43,-, Matěj Homolka, Matěj Vetešník,2021/2022,3,43,223
6,304843,3,06:34,PS, David Vetešník,,2021/2022,6,34,394
7,304843,3,09:13,-, Filip Robotka, Matěj Vetešník,2021/2022,9,13,553
